i,group,x1,x2,omega1,omega2,A1,A2,res1,res2,lambda_min,lambda_max,anisotropy,detG,logdetG,lambda_radial,lambda_tangent,ratio_tangent_radial
599,0,0.42664949272815134,0.16450496448468918,1.0062579773375426,0.44276855135813314,1.0117042074684697,0.444718752933822,-0.005446230130927043,-0.0019502015756888702,2.0868116276588764,2.4603676305912976,1.1790080129807887,5.134323779833438,1.6359481462635475,2.0899985648508053,2.4571806933993683,1.175685349609211
603,0,0.42682988811514727,0.16452028044682004,1.0062579773375426,0.44276855135813314,1.0121455609639158,0.4447432042490679,-0.005887583626373205,-0.001974652890934736,2.0869525995298086,2.461163330229709,1.1793096454534762,5.136331209890331,1.6363390522154002,2.090144219290137,2.457971710469381,1.175981871386926
607,0,0.42649483918918696,0.1644600797779814,1.0062579773375426,0.44276855135813314,1.0113293653544788,0.4446050541614641,-0.005071388016936185,-0.001836502803330975,2.0866365922483356,2.4596770819113076,1.178775974239493,5.132452204230741,1.6355835574917006,2.089827409787709,2.4564862643719336,1.1754493470929595
609,0,0.42657279306472634,0.16445743127126636,1.0062579773375426,0.44276855135813314,1.011521125985124,0.4445885771711387,-0.005263148647581373,-0.0018200258130055547,2.086682136756713,2.460018639125395,1.1789139302974774,5.133276950351521,1.635744236993397,2.089877321884004,2.4568234539981044,1.1755826183057014
610,0,0.42683023697245975,0.16450046416010727,1.0062579773375426,0.44276855135813314,1.012148633211281,0.44468531949668044,-0.005890655873738382,-0.0019167681385472979,2.0869195816559682,2.4611598360817424,1.1793266294088893,5.136242655504181,1.6363218112809834,2.0901161812824087,2.457963236455302,1.1759935923500662
611,0,0.42626276652929634,0.16442935485829843,1.0062579773375426,0.44276855135813314,1.010762776836573,0.44454134635813064,-0.004504799499030376,-0.0017727949999974957,2.0864350371982927,2.458650036854404,1.1783975983052553,5.129813581101902,1.6350693195559112,2.0896224506788847,2.4554626233738115,1.175074771318652
612,0,0.426994036768751,0.16453838973721457,1.0062579773375426,0.44276855135813314,1.0125466921443644,0.44477761832351587,-0.006288714806821805,-0.002009066965382722,2.0870875307069365,2.461888312694523,1.1795807681629118,5.138176399417878,1.6366982304101223,2.0902823281794665,2.4586935152219933,1.176249486529121
614,0,0.4265247643753907,0.16446358267737257,1.0062579773375426,0.44276855135813314,1.0114024753917839,0.44461192589487947,-0.00514449805424122,-0.0018433745367463228,2.086661739536868,2.4598093749776386,1.1788251676688097,5.132790109319936,1.6356493922920872,2.089853104744721,2.456618009769787,1.175497935329702
620,0,0.4268229724247535,0.1644701710682877,1.0062579773375426,0.44276855135813314,1.012134177302969,0.4445977062248836,-0.005876199965426432,-0.0018291548667504487,2.0868640934259717,2.4611202776373067,1.1793390309365688,5.136023537003854,1.6362791491271307,2.090067943312244,2.457916427751034,1.1759983380520351
624,0,0.4267708616198955,0.16452747315235072,1.0062579773375426,0.44276855135813314,1.0119997845720374,0.4447708325609013,-0.0057418072344948,-0.0020022812027681303,2.0869270212647875,2.4609061014168825,1.1792008423588498,5.135731439842276,1.6362222752701678,2.0901140600539194,2.457719062627751,1.1758779626430282
626,0,0.42677211762989264,0.16452094709412768,1.0062579773375426,0.44276855135813314,1.0120035985394444,0.4447516401920901,-0.005745621201901807,-0.0019830888339569808,2.0869168554667112,2.460909946948993,1.1792084291727296,5.135714448073545,1.6362189667255058,2.090105586125123,2.457721216290582,1.1758837604213992
628,0,0.42658362624400725,0.1644915152760962,1.0062579773375426,0.44276855135813314,1.0115439335462597,0.4446868804419491,-0.00528595620871708,-0.0019183290838159506,2.0867467752434146,2.4600750344692677,1.1789044380731366,5.133553645035576,1.6357981376946018,2.089933954934502,2.4568878547781803,1.1755815771006881
633,0,0.42649826712358047,0.16447760540992384,1.0062579773375426,0.44276855135813314,1.011335832618704,0.4446558451808036,-0.0050778552811614475,-0.0018872938226704439,2.0866685414189066,2.459696709838327,1.178767332240398,5.132571745851225,1.6356068485470492,2.089855145060935,2.4565101061962973,1.1754451556137264
636,0,0.4264555886863415,0.16445651240764841,1.0062579773375426,0.44276855135813314,1.0112333579468793,0.44459903945961515,-0.004975380609336666,-0.0018304881014820085,2.086605335093923,2.4595038259395263,1.178710599735344,5.132013804889331,1.6354981367126191,2.0897951758479114,2.456313985185538,1.175385039440009
640,0,0.42688542217114844,0.16449481033074534,1.0062579773375426,0.44276855135813314,1.012284805338978,0.4446626200550614,-0.00602682800143528,-0.0018940686969282639,2.0869453892431147,2.461400649346269,1.1794274359229688,5.136808736233204,1.6364320182113317,2.09014600794515,2.4582000306442326,1.1760901015048806
641,0,0.42639892649115874,0.1644393254476536,1.0062579773375426,0.44276855135813314,1.0110961000011631,0.444555203030643,-0.004838122663620492,-0.0017866516725098536,2.086539673517287,2.4592505336951187,1.1786262992783414,5.131323805673426,1.6353636776812346,2.0897311051766407,2.4560591020357654,1.1752991071203678
643,0,0.426927443615665,0.1645328739177333,1.0062579773375426,0.44276855135813314,1.0123837539713385,0.44476900305627026,-0.006125776633795876,-0.002000451698137118,2.087035895391897,2.461594671712839,1.1794692545288537,5.137436439770129,1.6365542079249218,2.0902289494690445,2.4584016176356913,1.1761398760935586
644,0,0.42671872271196637,0.16448121559835127,1.0062579773375426,0.44276855135813314,1.011876893803623,0.44464164605758805,-0.005618916466080259,-0.0018730946994549025,2.0868158729493382,2.4606654191450037,1.179148314444866,5.13495565468933,1.6360712074502097,2.0900120256898234,2.457469266404518,1.1758158499558933
648,0,0.42688155148645623,0.1645116390114455,1.0062579773375426,0.44276855135813314,1.0122734160932898,0.44471217660311413,-0.006015438755747171,-0.0019436252449809843,2.086971095895723,2.461387900812046,1.1794067994773183,5.13684540478219,1.6364391565768017,2.09016731333476,2.458191683373008,1.1760741198517182
649,0,0.42663661806962694,0.16448450711540497,1.0062579773375426,0.44276855135813314,1.011674868506946,0.4446604704518757,-0.0054168911694034705,-0.0018919190937425334,2.086768848344122,2.4603058374776015,1.1790025710944871,5.134089579047454,1.6359025304945207,2.089960290522445,2.457114395299279,1.1756751582514773
663,0,0.4272468976041118,0.1645872492138792,1.0062579773375426,0.44276855135813314,1.0131622412695431,0.44489176661618685,-0.006904263932000498,-0.002123215258053701,2.087329290904939,2.4630099792646156,1.1799815151335344,5.141112873510198,1.6372695683877259,2.090523641432242,2.4598156287373127,1.1766504716741994
664,0,0.4266694857691927,0.16447798678374873,1.0062579773375426,0.44276855135813314,1.0117563227622428,0.44463774507271414,-0.0054983454247001795,-0.0018691937145809967,2.086778891142141,2.4604484435322878,1.17906523493039,5.134411874706714,1.6359653041447593,2.08997352116985,2.457253813504579,1.1757344237209024
669,0,0.42674811675741714,0.1644581967237387,1.0062579773375426,0.44276855135813314,1.0119516599934697,0.444571147659178,-0.005693682655927068,-0.0018025963010448454,2.0867959548697868,2.460788592083573,1.179218594104052,5.135163679749719,1.6361117181889155,2.089999264990433,2.457585281962927,1.1758785388731594
673,0,0.4269340732504851,0.1645109028836777,1.0062579773375426,0.44276855135813314,1.0124024957937356,0.4447041290941685,-0.0061445184561930155,-0.0019355777360353654,2.0870034024488504,2.4616182490246308,1.1794989151125554,5.137405661244586,1.636548216878979,2.09020227633569,2.458419375137792,1.1761633804397245
676,0,0.42682601942630666,0.16447453069295717,1.0062579773375426,0.44276855135813314,1.012141173740198,0.44461009056334827,-0.005883196402655333,-0.0018415392052151258,2.0868733642848776,2.461134757158976,1.1793407301464836,5.136076570630798,1.6362894748884433,2.090076264962142,2.457931856481712,1.176001037706743
680,0,0.42685619471426295,0.16450800716074968,1.0062579773375426,0.44276855135813314,1.012211544150129,0.4447044230732941,-0.005953566812586297,-0.001935871715160964,2.0869488171743393,2.4612756849542956,1.1793656196546223,5.136556379455331,1.6363828898536645,2.0901447504360706,2.458079751692565,1.176033263332471
687,0,0.4267044125851351,0.16448502524408892,1.0062579773375426,0.44276855135813314,1.0118413212225008,0.4446543741092675,-0.005583343884958181,-0.0018858227511343584,2.0868131286167855,2.460603574952621,1.1791202294110528,5.134819844532526,1.636044758934987,2.090007650696921,2.457409052872486,1.1757895010829522
691,0,0.42657580590797683,0.16448126032556235,1.0062579773375426,0.44276855135813314,1.011525869325232,0.4446578157399674,-0.005267891987689399,-0.0018892643818342325,2.086724413096473,2.4600380442414975,1.1788993452139986,5.133421444064833,1.6357723850323809,2.0899137843842124,2.456848672953759,1.1755741750263937
693,0,0.42682663650108826,0.16447665465927466,1.0062579773375426,0.44276855135813314,1.0121424519022741,0.44461622139753426,-0.005884474564731512,-0.001847670039401117,2.0868773245853247,2.4611380033779358,1.1793400476316829,5.136093091924614,1.6362926915981277,2.09007972186271,2.4579356061005506,1.1760008866599605
701,0,0.426622961873792,0.16448182090310487,1.0062579773375426,0.44276855135813314,1.0116416270656177,0.4446541602822713,-0.005383649728075035,-0.001885608924138138,2.086755564595376,2.4602451959277456,1.1789810161137821,5.133930352871264,1.6358715164962505,2.0899470314296376,2.4570537290934844,1.1756535893700262
702,0,0.4266699250753559,0.16449876637230199,1.0062579773375426,0.44276855135813314,1.011755082702869,0.444698362801775,-0.005497105365326327,-0.001929811443641849,2.086814230849293,2.4604557173649724,1.1790487533543483,5.13451400537173,1.635985195351729,2.090003683935777,2.457266264278488,1.17572341291337
703,0,0.42668674982310045,0.16451248237698743,1.0062579773375426,0.44276855135813314,1.0117948747663696,0.44473651766301103,-0.0055368974288270145,-0.0019679663048778884,2.0868481117355633,2.460533096285211,1.1790666903107128,5.134758845845652,1.6360328794433907,2.0900349307308335,2.457346277289941,1.1757441185112958
704,0,0.426621899057538,0.16448898762124275,1.0062579773375426,0.44276855135813314,1.0116382172730063,0.44467520412659933,-0.00538023993546366,-0.0019066527684661883,2.0867669954949637,2.4602423822975137,1.1789732095671586,5.133952604296356,1.6358758506759807,2.0899566202249873,2.457052757567491,1.1756477305748982
705,0,0.42640128517743375,0.16443886834534344,1.0062579773375426,0.44276855135813314,1.0111019441799514,0.4445536037219732,-0.004843966842408731,-0.0017850523638400784,2.086540411570147,2.4592607698854163,1.1786307881929747,5.131346978955034,1.6353681937145546,2.0897320698800166,2.456069111575547,1.1753033544231168
710,0,0.42678115754206297,0.16449774165509662,1.0062579773375426,0.44276855135813314,1.0120283940629469,0.4446828825913659,-0.005770416725404237,-0.0019143312332327578,2.0868836322278854,2.46094370898655,1.179243380408006,5.135703146118215,1.636216766064258,2.0900785979320466,2.4577487432823886,1.1759121143645603
711,0,0.4266577844494405,0.16448267453302695,1.0062579773375426,0.44276855135813314,1.0117270598863515,0.4446527444419345,-0.005469082548808846,-0.0018841930838013332,2.086779307694812,2.4603982815943812,1.1790409616013935,5.134308222719027,1.6359451162368783,2.0899722107451044,2.457205378544088,1.175711985982847
712,0,0.42680031148255465,0.16447738096837666,1.0062579773375426,0.44276855135813314,1.0120777134217138,0.4446212956512341,-0.00581973608417119,-0.0018527442931009497,2.0868616804517126,2.4610226176834606,1.1792935970489231,5.135813795568579,1.6362383109735439,2.0900626518021928,2.45782164633298,1.1759559667810344
715,0,0.426649844805133,0.16447370220639415,1.0062579773375426,0.44276855135813314,1.0117085603648968,0.4446274398544601,-0.005450583027354128,-0.0018588884963269825,2.0867590731257546,2.4603611172212063,1.1790345847332695,5.13418088452717,1.635920314498174,2.0899538445977295,2.457166345749232,1.175703641542468
718,0,0.42669650479927745,0.1644733248609802,1.0062579773375426,0.44276855135813314,1.0118232050303166,0.444621102705124,-0.005565227692774011,-0.0018525513469908605,2.086788341037017,2.4605658619327637,1.1791161631227056,5.13468015303499,1.6360175538134958,2.0899854174856927,2.4573687854840873,1.1757827422740426
722,0,0.4265614365828758,0.1644589380675147,1.0062579773375426,0.44276855135813314,1.0114930649162124,0.444594250533517,-0.00523508757866975,-0.0018256991753838325,2.086677399532804,2.459969170136004,1.17889289963402,5.1331620708702665,1.6357218573774421,2.0898716683333696,2.456774901335439,1.1755625661429572
723,0,0.42664251125445835,0.16449688907982402,1.0062579773375426,0.44276855135813314,1.0116879613602365,0.44469595974323844,-0.005429984022693901,-0.0019274083851053003,2.086793530829867,2.4603349017963754,1.179002553653672,5.134210956743612,1.635926171737926,2.089982156271307,2.457146276354935,1.1756781123618194
724,0,0.426438752488711,0.1644542960200614,1.0062579773375426,0.44276855135813314,1.0111922525977117,0.44459445543237136,-0.0049342752601690965,-0.001825904074238216,2.086590754844408,2.459429327279937,1.1786831325548217,5.13182249649552,1.6354608585666675,2.089780347305402,2.456239734818943,1.175357849443871
725,0,0.42652196412450927,0.1645021727944443,1.0062579773375426,0.44276855135813314,1.0113912978636865,0.4447249220344382,-0.005133320526143903,-0.0019563706763050526,2.0867253833480044,2.4598071507854113,1.1787881483661369,5.132942019684849,1.635678987914302,2.0899069791204874,2.456625555012928,1.1754712432448882
730,0,0.4266433738816602,0.1644715829008442,1.0062579773375426,0.44276855135813314,1.0116929034509117,0.44462197834966516,-0.005434926113369043,-0.0018534269915320145,2.0867513462464453,2.460332163575316,1.179025075508326,5.134101454554221,1.635904843561492,2.089946341219833,2.457137168601928,1.1756939018672496
733,0,0.42662033251215664,0.1645117345600438,1.0062579773375426,0.44276855135813314,1.0116318324552536,0.4447417939883069,-0.005373855117710935,-0.0019732426301737327,2.0868044290115386,2.46024139238185,1.1789515865399989,5.134042634059959,1.635893386672349,2.0899882954124402,2.4570575259809484,1.175632194387993
741,0,0.4267838354069624,0.16450229909446978,1.0062579773375426,0.44276855135813314,1.0120344618854313,0.44469588612452726,-0.005776484547888705,-0.0019273347663941176,2.086893002556214,2.4609566237354743,1.1792442740097713,5.135753157667927,1.6362265040309558,2.09008695346527,2.457762672826418,1.1759140780011845
742,0,0.4267143270642169,0.1645014055250157,1.0062579773375426,0.44276855135813314,1.0118638432694587,0.4447010822909388,-0.005605865931916032,-0.001932530932805654,2.086847068376225,2.4606512943658276,1.1791239193586236,5.135002939943489,1.6360804159107354,2.0900379605004322,2.4574604022416193,1.175797018372438
759,0,0.42680933726671577,0.1644823747456523,1.0062579773375426,0.44276855135813314,1.012099323620092,0.4446348604080424,-0.005841346282549287,-0.0018663090499092538,2.0868758483819954,2.4610635073358504,1.1793051844669973,5.135933994793471,1.636261714824057,2.0900759945762886,2.4578633611415572,1.1759684181434888
764,0,0.4266177374419412,0.1644681098050098,1.0062579773375426,0.44276855135813314,1.011630324597016,0.44461471434940075,-0.005372347259473331,-0.001846162991267608,2.086729040548285,2.460218720184968,1.1789833142584478,5.133809849510507,1.6358480442699597,2.089923688614836,2.4570240721184162,1.1756525300437586
771,0,0.42677970436503243,0.16449273910307138,1.0062579773375426,0.44276855135813314,1.012025383896958,0.4446684421152078,-0.005767406559415322,-0.0018998907570746404,2.0868742953292743,2.4609360567665175,1.1792449896356707,5.13566419931503,1.6362091824968759,2.0900704452254737,2.4577399068703176,1.1759124734215263
773,0,0.42671714923041715,0.16448662867636893,1.0062579773375426,0.44276855135813314,1.0118724247346487,0.4446576256619497,-0.005614447397106037,-0.0018890743038165736,2.0868239837635914,2.460659896974245,1.1791410852660604,5.134964088891102,1.6360728499560875,2.0900187070408305,2.4574651736970057,1.1758101329037514
778,0,0.42665011853317725,0.16447511904979992,1.0062579773375426,0.44276855135813314,1.011709074585481,0.44463154576447617,-0.005451097247938463,-0.0018629944063430215,2.0867616410483056,2.460362683649288,1.1790338844897015,5.1341904713060025,1.6359221817424525,2.0899560710213314,2.4571682536762625,1.1757033019720264
780,0,0.42676523004880257,0.16450412079794052,1.0062579773375426,0.44276855135813314,1.0119885620281173,0.4447032933191761,-0.005730584690574636,-0.0019347419610429295,2.0868841734169243,2.460875421661346,1.1792103524519395,5.135561970215762,1.636189276577644,2.090076790113867,2.457682804964402,1.1758815831979588
784,0,0.4265725352433022,0.16448371550055074,1.0062579773375426,0.44276855135813314,1.011517562501212,0.4446653514818337,-0.005259585163669422,-0.0018968001237005816,2.0867264744457596,2.460024324041999,1.1788916056645078,5.133397884758973,1.6357677956254564,2.0899150771161654,2.4568357213715926,1.1755672506854844
785,0,0.42675702575164026,0.16449216892613402,1.0062579773375426,0.44276855135813314,1.0119697467259106,0.44466932348928595,-0.005711769388367927,-0.0019007721311528059,2.0868588281489,2.4608363597752625,1.1792059561393957,5.135418082026808,1.6361612581824703,2.0900540495433066,2.4576411383808554,1.1758744415810058
788,0,0.4266060496486987,0.16449569888132534,1.0062579773375426,0.44276855135813314,1.0115985410558506,0.4446965782802073,-0.0053405637183079335,-0.0019280269220741664,2.086768197871868,2.4601745470674756,1.1789400229390192,5.133814006034236,1.63584885390689,2.0899553945786296,2.4569873503607145,1.1756171240468436
789,0,0.4263772037931442,0.1644548308126554,1.0062579773375426,0.44276855135813314,1.0110410206653802,0.4446029199173728,-0.004783043327837522,-0.0018343685592396297,2.0865521392017228,2.459159246016281,1.178575507323345,5.131163985412968,1.635332531186598,2.089738665267857,2.455972719950148,1.175253518906082
792,0,0.4266675512241289,0.16449159317573897,1.0062579773375426,0.44276855135813314,1.0117500528354404,0.4446776867827707,-0.005492075497897764,-0.0019091354246375536,2.08680061074757,2.4604434507403283,1.179050570556861,5.134454895714774,1.6359736830650475,2.0899917453983132,2.457252316089585,1.1757234551284215
793,0,0.4270433071708643,0.16453708437169878,1.0062579773375426,0.44276855135813314,1.0126678485332716,0.4447682711462108,-0.006409871195729,-0.0019997197880776696,2.087116738770391,2.4621042198899405,1.179667708161102,5.138698929929509,1.6367999209523028,2.09031417397895,2.458906784681382,1.1763335939117752
796,0,0.4265163942368446,0.16446972877804264,1.0062579773375426,0.44276855135813314,1.0113812324626041,0.4446308113599034,-0.00512325512506151,-0.001862260001770255,2.0866667959874006,2.45977423050953,1.1788054687215057,5.132729212429695,1.6356375279356268,2.089856227931598,2.456584798565333,1.1754802869844776
804,0,0.42692993803980506,0.16449757118241665,1.0062579773375426,0.44276855135813314,1.0123938315023968,0.44466568085372093,-0.006135854164854182,-0.0018971294955877904,2.086978473436461,2.461596753614894,1.1795027044824182,5.137299435075359,1.6365275396589058,2.090180496868501,2.4583947301828535,1.1761638451157732
805,0,0.42663837438518915,0.16447476212639459,1.0062579773375426,0.44276855135813314,1.011680269389779,0.44463182148030395,-0.005422292052236433,-0.0018632701221708015,2.0867535120563128,2.460311034520015,1.1790137264921117,5.134062692035542,1.6358972935227263,2.089947474709062,2.4571170718672657,1.1756836483219832
806,0,0.42653081094896184,0.16444612687073915,1.0062579773375426,0.44276855135813314,1.011419271705533,0.444560277605228,-0.005161294367990399,-0.001791726247094838,2.086636015537551,2.4598313810417096,1.17885024638953,5.132772751831104,1.6356460105995163,2.0898320313383034,2.456635365240957,1.1755180935128824
807,0,0.42667714059809175,0.16448115810158914,1.0062579773375426,0.44276855135813314,1.0117747699459514,0.44464614481926285,-0.00551679260840876,-0.0018775934611297007,2.0867891449890346,2.4604828626034108,1.1790759351569944,5.134508929112345,1.6359842066969335,2.0899833440009115,2.4572886635915343,1.1757455726357515
811,0,0.42671027124556093,0.16448997448996294,1.0062579773375426,0.44276855135813314,1.0118551581228228,0.44466816554375865,-0.005597180785280154,-0.0018996141856255089,2.0868252181601403,2.4606305612890584,1.1791263302148924,5.134905907873548,1.6360615195268662,2.0900187787601743,2.4574370006890236,1.1757966127686215
816,0,0.42646020908654897,0.16446357691705518,1.0062579773375426,0.44276855135813314,1.0112439197024925,0.4446191506580798,-0.004985942364949869,-0.0018505992999466314,2.0866203101986454,2.4595259622093018,1.178712749122602,5.132096826206795,1.6355143137240427,2.0898086069506348,2.4563376654573132,1.1753888166062743
817,0,0.42662280857330664,0.16449344828735205,1.0062579773375426,0.44276855135813314,1.0116399535735963,0.4446881257669569,-0.005381976236053632,-0.001919574408823732,2.0867751152425913,2.4602475279230602,1.1789710879492887,5.133983318606945,1.6358818332436202,2.089963668043447,2.4570589751222047,1.1756467409897227
825,0,0.4266509034080634,0.16446632187943602,1.0062579773375426,0.44276855135813314,1.011711983908578,0.44460577344715096,-0.005454006571035341,-0.0018372220890178204,2.0867472887477523,2.460363865499248,1.1790425600484193,5.134157625663495,1.6359157842884129,2.0899439571065663,2.457167197140434,1.1757096111525744
826,0,0.4265504652358816,0.16446048432600918,1.0062579773375426,0.44276855135813314,1.0114659454345885,0.4445999960192577,-0.005207968097045823,-0.0018314446611245594,2.086672978161867,2.459921403299975,1.1788725061590146,5.133051520668079,1.6357003206733387,2.0898663390932266,2.456728042368617,1.175543141880819
828,0,0.42687864582085616,0.16451338674678942,1.0062579773375426,0.44276855135813314,1.0122660840673035,0.4447176045074336,-0.00600810672976082,-0.0019490531493004393,2.086972167224954,2.461375588195451,1.1794002942877484,5.136822345650858,1.6364346675993708,2.090167809850582,2.4581799455698237,1.1760682247544276
830,0,0.4266908915097665,0.1644834912777784,1.0062579773375426,0.44276855135813314,1.0118082832609594,0.4446514132842435,-0.005550305923416765,-0.0018828619261103685,2.086801885776069,2.4605438263515493,1.1790979503722694,5.134667496865077,1.6360150889695066,2.0899961519074184,2.4573495602202,1.175767504632733
834,0,0.4267210183443241,0.16449319601274084,1.0062579773375426,0.44276855135813314,1.011881194341379,0.44467636408780226,-0.005623217003836389,-0.0019078127296691116,2.0868375209957253,2.4606785624842495,1.1791423806248928,5.135036351301955,1.6360869224795065,2.090030783546045,2.457485299933929,1.1758129685364935
837,0,0.42690520443851626,0.16449174294985983,1.0062579773375426,0.44276855135813314,1.0123337356585165,0.4446514458777691,-0.006075758320973845,-0.0018828945196359692,2.0869529069429795,2.461486717007771,1.179464428171222,5.1370068594609,1.636470586789067,2.0901552273546593,2.458284396596092,1.176125277406953
838,0,0.4266844304866673,0.1645024614512457,1.0062579773375426,0.44276855135813314,1.011790296842648,0.44470752199208724,-0.005532319505105354,-0.0019389706339540957,2.0868297363705914,2.460520338170985,1.1790709588269117,5.134687008639833,1.6360188889697396,2.0900189513561327,2.457331123185442,1.1757458570368342
840,0,0.42672761369005185,0.16449460720279177,1.0062579773375426,0.44276855135813314,1.0118972355522613,0.4446797434947463,-0.005639258214718668,-0.0019111921366131712,2.0868441162922315,2.4607078746384743,1.1791527002076703,5.135113750103263,1.6361019950540152,2.0900373374242998,2.457514653506406,1.1758233259770252
842,0,0.4265263747222911,0.16448923092486334,1.0062579773375426,0.44276855135813314,1.0114035727301507,0.44468663706458345,-0.00514559539260806,-0.001918085706450301,2.0867062637918763,2.459823130669592,1.1788066070208192,5.132928334588381,1.6356763217796253,2.0898912992451946,2.4566380952162734,1.1754860628892692
844,0,0.42685781333019795,0.1645257879833665,1.0062579773375426,0.44276855135813314,1.012213531126103,0.4447561437552691,-0.005955553788560275,-0.0019875923971359732,2.0869796464137145,2.461287288673651,1.179353757907103,5.1366564754387065,1.6364023766461204,2.0901712016937677,2.458095733393598,1.1760260266726874
848,0,0.42675897820791947,0.16450567275743588,1.0062579773375426,0.44276855135813314,1.0119730336189938,0.444708525978929,-0.005715056281451192,-0.0019399746207958701,2.0868827878688667,2.4608483762640314,1.1791981756565542,5.135502119980457,1.6361776224326052,2.090074721003755,2.4576564431291446,1.1758701344174236
849,0,0.42654636906698173,0.1644817507899959,1.0062579773375426,0.44276855135813314,1.011453514524016,0.4446625514521654,-0.005195537186473365,-0.0018940000940322332,2.0867063885350827,2.45990894989362,1.1788476631925848,5.133107720957645,1.6357112693228273,2.089894240754294,2.456721097674409,1.175524124506759
859,0,0.42672975625195253,0.16450612549924654,1.0062579773375426,0.44276855135813314,1.0119012115758037,0.4447131292261624,-0.0056432342382610745,-0.0019445778680292625,2.0868648771108886,2.4607202278593054,1.1791468891201007,5.135190615915889,1.6361169636099386,2.090055317252774,2.457529787717421,1.1758204519427102
865,0,0.42676495547783333,0.16450370711707263,1.0062579773375426,0.44276855135813314,1.0119879338749551,0.44470211650183655,-0.005729956537412484,-0.0019335651437034085,2.086883302410363,2.4608741109237915,1.1792102165374878,5.135557091420807,1.6361883265750348,2.0900760096977775,2.457681403636376,1.1758813517943558
869,0,0.42673650161714527,0.16446646786564573,1.0062579773375426,0.44276855135813314,1.0119222078439585,0.44459659686021336,-0.005664230506415846,-0.001828045502080211,2.086802428909979,2.4607397039007823,1.1791915084103701,5.135077591015376,1.636094953493311,2.090003116477725,2.4575390163330364,1.175854235315552
871,0,0.42667780895526647,0.16451294663278726,1.0062579773375426,0.44276855135813314,1.0117728635313399,0.4447388772716375,-0.005514886193797253,-0.0019703259135043782,2.086843184393188,2.4604939735864866,1.1790507269485844,5.134665079019473,1.6360146180828963,2.090029464933506,2.4573076930461686,1.1757287321900736
872,0,0.4265268581851918,0.16447911833642953,1.0062579773375426,0.44276855135813314,1.0114058869770737,0.4446570544736362,-0.005147909639531045,-0.0018885031155030374,2.0866894276595094,2.459822615106793,1.1788158709683023,5.132885844861111,1.6356680438726756,2.0898770113205565,2.456635031445744,1.175492633364793
876,0,0.4266745966850465,0.1644974862642247,1.0062579773375426,0.44276855135813314,1.0117666994630383,0.4446941009672738,-0.005508722125495691,-0.0019255496091406532,2.0868150590175225,2.4604758936857682,1.1790579539157466,5.134558147293059,1.6359937924130161,2.0900050531757017,2.45728589952759,1.1757320374866154
879,0,0.4268119813273051,0.16449718539852248,1.0062579773375426,0.44276855135813314,1.0121041622438187,0.4446777980930115,-0.005846184906276086,-0.001909246734878356,2.0869024076714364,2.461078870638479,1.1792975376287713,5.136031420604742,1.6362806840879387,2.090098967543285,2.4578823107666303,1.1759645590637462
881,0,0.4266216038132678,0.1644721981639649,1.0062579773375426,0.44276855135813314,1.0116393648677482,0.44462621731117236,-0.005381387530205561,-0.0018576659530392114,2.0867384305974412,2.460236749390013,1.1789866488851877,5.133870573320267,1.635859872415609,2.089932239461089,2.4570429405263656,1.1756567481632516
889,0,0.4266750287418184,0.1644721198376063,1.0062579773375426,0.44276855135813314,1.0117705917387585,0.44461999430263793,-0.005512614401215865,-0.0018514429445047886,2.0867725437785642,2.4604712703836693,1.1790797601392822,5.134443891792605,1.6359715399097985,2.0899689045854815,2.457274909576752,1.1757471147945722
890,0,0.42645765116667317,0.16446334936970816,1.0062579773375426,0.44276855135813314,1.0112376624483959,0.44461877312309706,-0.004979685110853227,-0.0018502217649639108,2.08661828212423,2.4595146728159807,1.1787084843865803,5.132068281450618,1.6355087517020217,2.089806513974569,2.4563264409656416,1.1753846227103553
897,0,0.42685611299525755,0.16452011965182742,1.0062579773375426,0.44276855135813314,1.0122099888990366,0.4447397888317998,-0.005952011561493942,-0.001971237473666676,2.0869690638188714,2.4612783908283293,1.1793554746444217,5.136611859104617,1.636393690737676,2.0901619587437885,2.458085495903412,1.1760263292614654
902,0,0.4264789890117711,0.16448529514739302,1.0062579773375426,0.44276855135813314,1.0112876269649742,0.4446804632535685,-0.005029649627431576,-0.0019119118954353809,2.086669247178821,2.4596140967486457,1.1787273426653728,5.132401095612912,1.635573599508603,2.089853015619734,2.456430328307732,1.1754081794021725
904,0,0.42688032931699854,0.16451928339428876,1.0062579773375426,0.44276855135813314,1.0122695592553186,0.4447346274336214,-0.006011581917775954,-0.0019660760754882656,2.086983115504454,2.4613844659442012,1.1793983610400456,5.136867821190496,1.6364435204144547,2.09017735978339,2.458190221665266,1.1760677677228377
908,0,0.42667802146542133,0.1644689059417798,1.0062579773375426,0.44276855135813314,1.0117783009419885,0.44461027546449167,-0.005520323604445876,-0.0018417241063585221,2.086769039938013,2.460483584063443,1.17908764073696,5.134460966499312,1.6359748654263833,2.089966346981904,2.457286277019551,1.175753992674614
914,0,0.4267588271653844,0.16447804993687365,1.0062579773375426,0.44276855135813314,1.0119757484202176,0.4446279037641179,-0.005717771082675016,-0.0018593524059847821,2.086836230931262,2.460840668934256,1.1792207900454617,5.1353714664811285,1.6361521808772719,2.0900350734740925,2.4576418263914253,1.1758854468917073
